Name,ProductKey,Description,Picture,Product sections,Type,SubType,vyzn.catalogue.Density,vyzn.catalogue.ch.KBOB2022.UBPTotal,vyzn.catalogue.ch.KBOB2022.UBPProduction,vyzn.catalogue.ch.KBOB2022.UBPDisposal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyTotal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyProduction,vyzn.catalogue.ch.KBOB2022.RenewableEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GreyEnergyTotal,vyzn.catalogue.ch.KBOB2022.GreyEnergyProduction,vyzn.catalogue.ch.KBOB2022.GreyEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsTotal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsProduction,vyzn.catalogue.ch.KBOB2022.GHGEmissionsDisposal,vyzn.catalogue.ch.KBOB2022.LCARefUnit,vyzn.catalogue.ch.KBOB2022.LCARefDimension,vyzn.catalogue.ch.KBOB2022.BiogenicCarbon,KBOB REF,vyzn.catalogue.SourceENV,categoryPath,vyzn.catalogue.lifeCycle
"91.091 Entsorgung, Tiefgründung, Ortbetonverdrängungspfahl 660/580 mm (KBOB.2016)","91.091 Entsorgung, Tiefgründung, Ortbetonverdrängungspfahl 660/580 mm (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,0,0.00,,0.00,0.00,,0.00,0.00,,0.00,m,probeLength,,91.091,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.092 Entsorgung, Tiefgründung, Rüttelstopfsäule (KBOB.2016)","91.092 Entsorgung, Tiefgründung, Rüttelstopfsäule (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,0,0.00,,0.00,0.00,,0.00,0.00,,0.00,m,probeLength,,91.092,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.093 Entsorgung, Tiefgründung, Vorgefertigter Betonpfahl (KBOB.2016)","91.093 Entsorgung, Tiefgründung, Vorgefertigter Betonpfahl (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,0,0.00,,0.00,0.00,,0.00,0.00,,0.00,m,probeLength,,91.093,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.094 Entsorgung, Wasserhaltung, Pumphöhe 2.5 m (KBOB.2016)","91.094 Entsorgung, Wasserhaltung, Pumphöhe 2.5 m (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,0,0.00,,0.00,0.00,,0.00,0.00,,0.00,m3,volume,,91.094,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.095 Entsorgung, Wasserhaltung, Pumphöhe 5 m (KBOB.2016)","91.095 Entsorgung, Wasserhaltung, Pumphöhe 5 m (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,0,0.00,,0.00,0.00,,0.00,0.00,,0.00,m3,volume,,91.095,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.096 Entsorgung, Wasserhaltung, Pumphöhe 7.5 m (KBOB.2016)","91.096 Entsorgung, Wasserhaltung, Pumphöhe 7.5 m (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,0,0.00,,0.00,0.00,,0.00,0.00,,0.00,m3,volume,,91.096,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.097 Entsorgung, Wasserhaltung, Pumphöhe 10 m (KBOB.2016)","91.097 Entsorgung, Wasserhaltung, Pumphöhe 10 m (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,0,0.00,,0.00,0.00,,0.00,0.00,,0.00,m3,volume,,91.097,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.098 Entsorgungsmix, Gips-Kalk-Putz (KBOB.2016)","91.098 Entsorgungsmix, Gips-Kalk-Putz (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,17,,17,0.00,,0.00,0.06,,0.06,0.01,,0.01,kg,mass,,91.098,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.099 Entsorgungsmix, Gips-/Weissputz (KBOB.2016)","91.099 Entsorgungsmix, Gips-/Weissputz (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,17,,17,0.00,,0.00,0.06,,0.06,0.01,,0.01,kg,mass,,91.099,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.100 Entsorgungsmix, Putz, ausgehärtet (KBOB.2016)","91.100 Entsorgungsmix, Putz, ausgehärtet (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,17,,17,0.00,,0.00,0.06,,0.06,0.01,,0.01,kg,mass,,91.100,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.101 Entsorgungsmix, Unterlagsboden Anhydrit, 60 mm (KBOB.2016)","91.101 Entsorgungsmix, Unterlagsboden Anhydrit, 60 mm (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,19,,19,0.00,,0.00,0.07,,0.07,0.01,,0.01,kg,mass,,91.101,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.102 Entsorgungsmix, Unterlagsboden Zement, 85 mm (KBOB.2016)","91.102 Entsorgungsmix, Unterlagsboden Zement, 85 mm (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,17,,17,0.00,,0.00,0.06,,0.06,0.01,,0.01,kg,mass,,91.102,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.103 Entsorgungsmix, Aluverbund, Fassadenplatte 4 mm (KBOB.2016)","91.103 Entsorgungsmix, Aluverbund, Fassadenplatte 4 mm (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,4240,,4240,0.01,,0.01,0.53,,0.53,8.58,,8.58,m2,area,,91.103,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.104 Entsorgungsmix, Ausstellstoren motorisiert (KBOB.2016)","91.104 Entsorgungsmix, Ausstellstoren motorisiert (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,831,,831,0.03,,0.03,0.45,,0.45,1.48,,1.48,m2,area,,91.104,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.105 Entsorgungsmix, Fensterrahmen Aluminium (KBOB.2016)","91.105 Entsorgungsmix, Fensterrahmen Aluminium (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,18600,,18600,0.12,,0.12,3.42,,3.42,36.10,,36.10,m2,area,,91.105,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.105.01 Entsorgungsmix, Fensterrahmen Aluminium, WICLINE 75evo (KBOB.2016)","91.105.01 Entsorgungsmix, Fensterrahmen Aluminium, WICLINE 75evo (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,10900,,10900,0.05,,0.05,1.59,,1.59,21.40,,21.40,m2,area,,91.105,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.106 Entsorgung, HPL-Fassadenplatten, in Kehrichtverbrennung (KBOB.2016)","91.106 Entsorgung, HPL-Fassadenplatten, in Kehrichtverbrennung (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,6310,,6310,0.04,,0.04,1.82,,1.82,11.10,,11.10,m2,area,,91.106,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.107 Entsorgungsmix, Isolierverglasung 2-fach, Ug-Wert 1.1 W/m2K, Dicke 18 mm (KBOB.2016)","91.107 Entsorgungsmix, Isolierverglasung 2-fach, Ug-Wert 1.1 W/m2K, Dicke 18 mm (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,1730,,1730,0.02,,0.02,1.30,,1.30,2.98,,2.98,m2,area,,91.107,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.108 Entsorgungsmix, Isolierverglasung 2-fach, ESG, Ug-Wert 1.1 W/m2K (KBOB.2016)","91.108 Entsorgungsmix, Isolierverglasung 2-fach, ESG, Ug-Wert 1.1 W/m2K (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,2180,,2180,0.02,,0.02,1.35,,1.35,3.88,,3.88,m2,area,,91.108,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.109 Entsorgungsmix, Isolierverglasung 2-fach, ESG/VSG, Ug-Wert 1.1 W/m2K (KBOB.2016)","91.109 Entsorgungsmix, Isolierverglasung 2-fach, ESG/VSG, Ug-Wert 1.1 W/m2K (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,3900,,3900,0.02,,0.02,2.05,,2.05,7.16,,7.16,m2,area,,91.109,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.110 Entsorgungsmix, Isolierverglasung 3-fach, Ug-Wert 0.6 W/m2K, Dicke 40 mm (KBOB.2016)","91.110 Entsorgungsmix, Isolierverglasung 3-fach, Ug-Wert 0.6 W/m2K, Dicke 40 mm (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,3450,,3450,0.03,,0.03,2.04,,2.04,6.16,,6.16,m2,area,,91.110,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.111 Entsorgungsmix, Isolierverglasung 3-fach, ESG/ESG, Ug-Wert 0.6 W/m2K (KBOB.2016)","91.111 Entsorgungsmix, Isolierverglasung 3-fach, ESG/ESG, Ug-Wert 0.6 W/m2K (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,3450,,3450,0.03,,0.03,2.04,,2.04,6.16,,6.16,m2,area,,91.111,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.112 Entsorgungsmix, Isolierverglasung 3-fach, ESG/ESG/ESG, Ug-Wert 0.6 W/m2K (KBOB.2016)","91.112 Entsorgungsmix, Isolierverglasung 3-fach, ESG/ESG/ESG, Ug-Wert 0.6 W/m2K (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,3450,,3450,0.03,,0.03,2.04,,2.04,6.16,,6.16,m2,area,,91.112,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.113 Entsorgungsmix, Isolierverglasung 3-fach, VSG, Ug-Wert 0.6 W/m2K (KBOB.2016)","91.113 Entsorgungsmix, Isolierverglasung 3-fach, VSG, Ug-Wert 0.6 W/m2K (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,5170,,5170,0.03,,0.03,2.74,,2.74,9.45,,9.45,m2,area,,91.113,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.114 Entsorgungsmix, Isolierverglasung 3-fach, ESG/VSG, Ug-Wert 0.6 W/m2K (KBOB.2016)","91.114 Entsorgungsmix, Isolierverglasung 3-fach, ESG/VSG, Ug-Wert 0.6 W/m2K (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,5170,,5170,0.03,,0.03,2.74,,2.74,9.45,,9.45,m2,area,,91.114,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.115 Entsorgungsmix, Lamellenstoren motorisiert (KBOB.2016)","91.115 Entsorgungsmix, Lamellenstoren motorisiert (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,633,,633,0.03,,0.03,0.37,,0.37,1.11,,1.11,m2,area,,91.115,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.116 Entsorgungsmix, Putzträgerplatte kunstharzgebunden 13 mm (KBOB.2016)","91.116 Entsorgungsmix, Putzträgerplatte kunstharzgebunden 13 mm (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,108,,108,0.00,,0.00,0.40,,0.40,0.06,,0.06,m2,area,,91.116,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.117 Entsorgungsmix, Putzträgerplatte mineralisch gebunden 12.5 mm (KBOB.2016)","91.117 Entsorgungsmix, Putzträgerplatte mineralisch gebunden 12.5 mm (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,248,,248,0.01,,0.01,0.92,,0.92,0.13,,0.13,m2,area,,91.117,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.118 Entsorgungsmix, Rollladen motorisiert (KBOB.2016)","91.118 Entsorgungsmix, Rollladen motorisiert (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,284,,284,0.03,,0.03,0.37,,0.37,0.41,,0.41,m2,area,,91.118,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.119 Entsorgungsmix, Aerogel-Vlies (KBOB.2016)","91.119 Entsorgungsmix, Aerogel-Vlies (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,181,,181,0.00,,0.00,0.13,,0.13,0.30,,0.30,kg,mass,,91.119,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.120 Entsorgungsmix, Schaumglasschotter (KBOB.2016)","91.120 Entsorgungsmix, Schaumglasschotter (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,14,,14,0.00,,0.00,0.05,,0.05,0.01,,0.01,kg,mass,,91.120,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.121 Entsorgungsmix, Flachsfasern (KBOB.2016)","91.121 Entsorgungsmix, Flachsfasern (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,144,,144,0.00,,0.00,0.06,,0.06,0.22,,0.22,kg,mass,,91.121,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.122 Entsorgungsmix, Strohballenwand (KBOB.2016)","91.122 Entsorgungsmix, Strohballenwand (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,0,,0,0.00,,0.00,0.00,,0.00,0.00,,0.00,kg,mass,,91.122,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.123 Entsorgung, Abfalltrennsystem (KBOB.2016)","91.123 Entsorgung, Abfalltrennsystem (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,3770,,3770,0.01,,0.01,0.34,,0.34,7.68,,7.68,Stk.,device,,91.123,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.124 Entsorgung, Arbeitsplatte Chromstahl, Standard (KBOB.2016)","91.124 Entsorgung, Arbeitsplatte Chromstahl, Standard (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,1130,,1130,0.01,,0.01,0.75,,0.75,1.57,,1.57,m2,area,,91.124,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.125 Entsorgung, Arbeitsplatte Kompositwerkstoff (auf Aluminiumhydroxidbasis) (KBOB.2016)","91.125 Entsorgung, Arbeitsplatte Kompositwerkstoff (auf Aluminiumhydroxidbasis) (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,10200,,10200,0.03,,0.03,1.54,,1.54,16.90,,16.90,m2,area,,91.125,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.126 Entsorgung, Arbeitsplatte kunstharzbeschichtet (KBOB.2016)","91.126 Entsorgung, Arbeitsplatte kunstharzbeschichtet (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,1750,,1750,0.01,,0.01,0.79,,0.79,2.51,,2.51,m2,area,,91.126,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.127 Entsorgung, Arbeitsplatte Massivholz (KBOB.2016)","91.127 Entsorgung, Arbeitsplatte Massivholz (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,634,,634,0.01,,0.01,0.80,,0.80,0.24,,0.24,m2,area,,91.127,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.128 Entsorgung, Arbeitsplatte Naturstein (KBOB.2016)","91.128 Entsorgung, Arbeitsplatte Naturstein (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,2130,,2130,0.15,,0.15,4.17,,4.17,0.75,,0.75,m2,area,,91.128,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.129 Entsorgung, Dampfabzug (KBOB.2016)","91.129 Entsorgung, Dampfabzug (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,8630,,8630,0.03,,0.03,1.39,,1.39,17.10,,17.10,Stk.,device,,91.129,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.130 Entsorgung, Küche, Massivholz, 16-teilig (KBOB.2016)","91.130 Entsorgung, Küche, Massivholz, 16-teilig (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,45200,,45200,0.36,,0.36,22.30,,22.30,71.80,,71.80,Stk.,device,,91.130,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.131 Entsorgung, Küche, Metall, 16-teilig (KBOB.2016)","91.131 Entsorgung, Küche, Metall, 16-teilig (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,15200,,15200,0.06,,0.06,2.65,,2.65,29.60,,29.60,Stk.,device,,91.131,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.132 Entsorgung, Küche, Spanplatte, 16-teilig (KBOB.2016)","91.132 Entsorgung, Küche, Spanplatte, 16-teilig (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,77700,,77700,0.58,,0.58,36.00,,36.00,119.00,,119.00,Stk.,device,,91.132,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.133 Entsorgung, Spüle Chromstahl (KBOB.2016)","91.133 Entsorgung, Spüle Chromstahl (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,2240,,2240,0.00,,0.00,0.21,,0.21,4.57,,4.57,Stk.,device,,91.133,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.134 Entsorgung, Spüle Kompositwerkstoff (auf Gesteinsmehlbasis) (KBOB.2016)","91.134 Entsorgung, Spüle Kompositwerkstoff (auf Gesteinsmehlbasis) (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,4490,,4490,0.02,,0.02,1.11,,1.11,6.39,,6.39,Stk.,device,,91.134,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"91.135 Entsorgung, Fassade, Pfosten-Riegel, Alu/Glas (KBOB.2016)","91.135 Entsorgung, Fassade, Pfosten-Riegel, Alu/Glas (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_CONSTRUCTION_MATERIAL,,7250,,7250,0.10,,0.10,3.08,,3.08,13.50,,13.50,m2,area,,91.135,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.016 Entsorgung, Abgabe über Heizkörper (KBOB.2016)","92.016 Entsorgung, Abgabe über Heizkörper (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,18,,18,0.00,,0.00,0.04,,0.04,0.02,,0.02,m2,area,,92.016,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.018 Entsorgung, Abgabe über Heizkühldecke (ohne Gips- oder Metalldecke) (KBOB.2016)","92.018 Entsorgung, Abgabe über Heizkühldecke (ohne Gips- oder Metalldecke) (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,70,,70,0.00,,0.00,0.03,,0.03,0.13,,0.13,m2,area,,92.018,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.017 Entsorgung, Abgabe über Fussbodenheizung (KBOB.2016)","92.017 Entsorgung, Abgabe über Fussbodenheizung (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,997,,997,0.00,,0.00,0.09,,0.09,2.04,,2.04,m2,area,,92.017,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.023 Entsorgung, Abluftanlage Küche und Bad (KBOB.2016)","92.023 Entsorgung, Abluftanlage Küche und Bad (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,66,,66,0.00,,0.00,0.02,,0.02,0.13,,0.13,m2,area,,92.023,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.002 Entsorgung, Büro, aufwändige Installation, inkl. Apparate und Leitungen (KBOB.2016)","92.002 Entsorgung, Büro, aufwändige Installation, inkl. Apparate und Leitungen (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,1950,,1950,0.01,,0.01,0.48,,0.48,3.76,,3.76,m2,area,,92.002,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.001 Entsorgung, Büro, einfache Installation, inkl. Apparate und Leitungen (KBOB.2016)","92.001 Entsorgung, Büro, einfache Installation, inkl. Apparate und Leitungen (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,587,,587,0.00,,0.00,0.14,,0.14,1.15,,1.15,m2,area,,92.001,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.020 Entsorgung, Einzelraumlüfer Fenstermodell 10-30 m3/h, ohne Montage (KBOB.2016)","92.020 Entsorgung, Einzelraumlüfer Fenstermodell 10-30 m3/h, ohne Montage (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,3260,,3260,0.08,,0.08,1.41,,1.41,5.48,,5.48,Stk.,device,,92.020,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.004 Entsorgung, Elektroanlagen Wohnen (KBOB.2016)","92.004 Entsorgung, Elektroanlagen Wohnen (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,1820,,1820,0.06,,0.06,0.76,,0.76,3.40,,3.40,m2,area,,92.004,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.005 Entsorgung, Elektroanlagen Büro (KBOB.2016)","92.005 Entsorgung, Elektroanlagen Büro (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,900,,900,0.05,,0.05,0.83,,0.83,1.45,,1.45,m2,area,,92.005,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
"92.025 Entsorgung, Erdregister kurz zu Lüftungsanlage Büro (0.27 m/m2 EBF) (KBOB.2016)","92.025 Entsorgung, Erdregister kurz zu Lüftungsanlage Büro (0.27 m/m2 EBF) (KBOB.2016)",,,,OTHER_RESOURCE,OTHER_RESOURCE_DISPOSAL_BUILDING_TECHNOLOGY,,2300,,2300,0.09,,0.09,2.22,,2.22,2.82,,2.82,m2,area,,92.025,KBOB 2016,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2016,60
