Name,ProductKey,Description,Picture,Product sections,Type,vyzn.catalogue.Density,vyzn.catalogue.ch.KBOB2022.UBPTotal,vyzn.catalogue.ch.KBOB2022.UBPProduction,vyzn.catalogue.ch.KBOB2022.UBPDisposal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyTotal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyProduction,vyzn.catalogue.ch.KBOB2022.RenewableEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GreyEnergyTotal,vyzn.catalogue.ch.KBOB2022.GreyEnergyProduction,vyzn.catalogue.ch.KBOB2022.GreyEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsTotal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsProduction,vyzn.catalogue.ch.KBOB2022.GHGEmissionsDisposal,vyzn.catalogue.ch.KBOB2022.LCARefUnit,vyzn.catalogue.ch.KBOB2022.BiogenicCarbon,KBOB REF,vyzn.catalogue.SourceENV
"06.008 Kupferblech, blank",KBOB2022-06.008,,,,MATERIAL_LIST,8900,24500.0,24500.0,19.8,1.62,1.62,0.000771,8.9,8.87,0.0314,2.2,2.2,0.00792,kg,0,92E11D9B-9BC5-4032-BB06-2082CE3D8AFD,KBOB 2022 V4
06.009 Messing-/Baubronzeblech,KBOB2022-06.009,,,,MATERIAL_LIST,8300,25500.0,25400.0,19.8,1.88,1.88,0.000771,11.1,11.0,0.0314,2.71,2.7,0.00792,kg,0,EB9E1E6E-6F40-4CB7-B373-5D66FD146CF5,KBOB 2022 V4
"06.010 Stahlblech, blank",KBOB2022-06.010,,,,MATERIAL_LIST,7850,5260.0,5250.0,11.1,0.612,0.612,0.000567,7.8,7.77,0.0272,2.8,2.79,0.00693,kg,0,38C1572A-3CE8-47C0-B24E-5E924A8AD97E,KBOB 2022 V4
"06.011 Stahlblech, verzinkt",KBOB2022-06.011,,,,MATERIAL_LIST,7850,15200.0,15200.0,11.1,1.37,1.37,0.000567,15.6,15.6,0.0272,4.49,4.48,0.00693,kg,0,68F8D468-2A49-430A-A94A-A3073A85B029,KBOB 2022 V4
"06.012 Stahlprofil, blank",KBOB2022-06.012,,,,MATERIAL_LIST,7850,1290.0,1280.0,11.1,0.245,0.245,0.000567,3.38,3.35,0.0272,0.736,0.729,0.00693,kg,0,4DC70979-B6CA-4DA5-A291-6F1A082EE475,KBOB 2022 V4
06.013 Titanzinkblech,KBOB2022-06.013,,,,MATERIAL_LIST,7200,27800.0,27800.0,19.8,2.59,2.59,0.000771,17.5,17.4,0.0314,4.02,4.02,0.00792,kg,0,3A017EE3-8EAE-4957-9976-39EA72157918,KBOB 2022 V4
07.001 3- und 5-Schicht Massivholzplatte,KBOB2022-07.001,,,,MATERIAL_LIST,453,1010.0,932.0,80.3,13.3,13.2,0.00604,2.18,2.09,0.0923,0.469,0.414,0.0553,kg,0,BBA9796B-B084-473D-B362-E703FAD37CAA,KBOB 2022 V4
07.021 Balkenschichtholz,KBOB2022-07.021,,,,MATERIAL_LIST,439,789.0,716.0,73.8,8.59,8.58,0.00602,1.56,1.47,0.091,0.342,0.293,0.0492,kg,0,f346cb73-61fb-4468-b500-3bfc161d80a6,KBOB 2022 V4
07.003 Brettschichtholz,KBOB2022-07.003,,,,MATERIAL_LIST,439,769.0,695.0,73.8,8.14,8.13,0.00602,1.53,1.44,0.091,0.335,0.285,0.0492,kg,0,75F8C2B2-0B4E-4243-93D6-9D8B721B4D12,KBOB 2022 V4
"07.003.01 Brettschichtholz, Produktion Schweiz",KBOB2022-07.003.01,,,,MATERIAL_LIST,439,680.0,606.0,73.8,8.0,8.0,0.00602,1.2,1.11,0.091,0.253,0.204,0.0492,kg,0.45,5D0AAC66-9661-4D7A-A239-8A8931B4CFF3,KBOB 2022 V4
