vyzn.context.existing;vyzn.reference.NetArea;vyzn.reference.GrossArea;vyzn.reference.ElementID;vyzn.context.ElementName;vyzn.reference.ElementType;vyzn.source.Floor;vyzn.context.group;vyzn.reference.GUID;vyzn.source.GUID;vyzn.reference.RoomArea;vyzn.context.ch.SIA380.2015.Classification
;1.8831999987196002;;2GeWbL4OF5$2cppvYHGWtH;Typ;TÜR;1.OG;Typ;2GeWbL4OF5$2cppvYHGWtH;2GeWbL4OF5$2cppvYHGWtH;;
;2.22560000045635;;2GoJ7tKOVrjJw8hu2$lIK3;Typ;TÜR;1.OG;Typ;2GoJ7tKOVrjJw8hu2$lIK3;2GoJ7tKOVrjJw8hu2$lIK3;;
;1.8832000004309402;;2f15jnBFNUzqXdW0nb64AJ;Typ;TÜR;1.OG;Typ;2f15jnBFNUzqXdW0nb64AJ;2f15jnBFNUzqXdW0nb64AJ;;
;1.88319999924262;;2iGNsg4UAwcg_CExvk2_ff;Typ;TÜR;1.OG;Typ;2iGNsg4UAwcg_CExvk2_ff;2iGNsg4UAwcg_CExvk2_ff;;
;1.8832000000308402;;2xZ8DQd2v$_Z3gUJX5zppe;Typ;TÜR;1.OG;Typ;2xZ8DQd2v$_Z3gUJX5zppe;2xZ8DQd2v$_Z3gUJX5zppe;;
;1.88320000015822;;3BTe2LEInh8kpDXzNGtuVx;Typ;TÜR;1.OG;Typ;3BTe2LEInh8kpDXzNGtuVx;3BTe2LEInh8kpDXzNGtuVx;;
;1.88320000008085;;3IsQ4tOTjyD0n25eCygtb5;Typ;TÜR;1.OG;Typ;3IsQ4tOTjyD0n25eCygtb5;3IsQ4tOTjyD0n25eCygtb5;;
;1.8831999996335802;;3MNyK9Xt_RBgsxB8pfbbwa;Typ;TÜR;1.OG;Typ;3MNyK9Xt_RBgsxB8pfbbwa;3MNyK9Xt_RBgsxB8pfbbwa;;
;1.88319999967874;;3Pq3w66vDTRjzbSg8MOr$5;Typ;TÜR;1.OG;Typ;3Pq3w66vDTRjzbSg8MOr$5;3Pq3w66vDTRjzbSg8MOr$5;;
;1.8831999999288802;;3R4FTj_TrsTRtPfSShmomf;Typ;TÜR;1.OG;Typ;3R4FTj_TrsTRtPfSShmomf;3R4FTj_TrsTRtPfSShmomf;;
;1.8832000006513;;3i92Zij2Q9WuTCLZ6WIxfl;Typ;TÜR;1.OG;Typ;3i92Zij2Q9WuTCLZ6WIxfl;3i92Zij2Q9WuTCLZ6WIxfl;;
;1.8832000001740201;;3pVGSy_69_3qk8_9bTsDmU;Typ;TÜR;1.OG;Typ;3pVGSy_69_3qk8_9bTsDmU;3pVGSy_69_3qk8_9bTsDmU;;
