Name,ProductKey,Description,Picture,Product sections,Type,vyzn.catalogue.Density,vyzn.catalogue.ch.KBOB2022.UBPTotal,vyzn.catalogue.ch.KBOB2022.UBPProduction,vyzn.catalogue.ch.KBOB2022.UBPDisposal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyTotal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyProduction,vyzn.catalogue.ch.KBOB2022.RenewableEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GreyEnergyTotal,vyzn.catalogue.ch.KBOB2022.GreyEnergyProduction,vyzn.catalogue.ch.KBOB2022.GreyEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsTotal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsProduction,vyzn.catalogue.ch.KBOB2022.GHGEmissionsDisposal,vyzn.catalogue.ch.KBOB2022.LCARefUnit,vyzn.catalogue.ch.KBOB2022.BiogenicCarbon,KBOB REF
15.003 - Polycarbonat (PC),KBOB2016-15.003,,,,MATERIAL_LIST,1200,8240,6760,1480,0,0,0.002,32,32,0.132,11.5,8.49,3.03,kg,,15.003
15.004 - Polyester (UP) glasfaserverstärkt,KBOB2016-15.004,,,,MATERIAL_LIST,1500,9200,8180,1030,1.5,1.5,0.005,31.6,31.4,0.193,8.85,6.87,1.980,kg,,15.004
15.005 - Polystyrol (PS),KBOB2016-15.005,,,,MATERIAL_LIST,1050,4070,2580,1480,0,0,0,24.5,24.4,0.132,6.68,3.64,3.03,kg,,15.005
21.001 - Abfalltrennsystem,KBOB2016-21.001,,,,MATERIAL_LIST,,19600,15800,3770,18,18,0.006,114,113,0.343,23.7,16.00,7.68,Stk.,,21.001
"21.002 - Arbeitsplatte Chromstahl, high-end",KBOB2016-21.002,,,,MATERIAL_LIST,,742000,742000,0,469,469,0.000,1330,1330,0.000,323.0,323.00,0.00,m2,,21.002
"21.003 - Arbeitsplatte Chromstahl, Standard",KBOB2016-21.003,,,,MATERIAL_LIST,,112000,111000,1130,36,36,0.012,204,203,0.752,50.2,48.60,1.57,m2,,21.003
21.004 - Arbeitsplatte Kompositwerkstoff (auf Aluminiumhydroxidbasis),KBOB2016-21.004,,,,MATERIAL_LIST,,86600,76400,10200,6,6,0.027,360,359,1.540,94.0,77.10,16.90,m2,,21.004
21.005 - Arbeitsplatte kunstharzbeschichtet,KBOB2016-21.005,,,,MATERIAL_LIST,,28200,26400,1750,148,148,0.013,118,117,0.786,23.9,21.40,2.51,m2,,21.005
21.006 - Arbeitsplatte Massivholz,KBOB2016-21.006,,,,MATERIAL_LIST,,35900,35300,634,252,252,0.013,84,83,0.804,11.9,11.70,0.24,m2,,21.006
21.007 - Arbeitsplatte Naturstein,KBOB2016-21.007,,,,MATERIAL_LIST,,121000,119000,2130,62,62,0.146,410,406,4.170,36.3,35.60,0.75,m2,,21.007
21.008 - Dampfabzug,KBOB2016-21.008,,,,MATERIAL_LIST,,295000,287000,8630,71,71,0.031,616,615,1.390,149.0,132.00,17.10,Stk.,,21.008
"21.009 - Küche, Massivholz, 16-teilig",KBOB2016-21.009,,,,MATERIAL_LIST,,1030000,982000,45200,3820,3820,0.361,2370,2350,22.300,481.0,409.00,71.80,Stk.,,21.009
"21.010 - Küche, Metall, 16-teilig",KBOB2016-21.010,,,,MATERIAL_LIST,,5610000,5600000,15200,540,540,0.062,10500,10500,2.650,2250.0,2220.00,29.60,Stk.,,21.01
"21.011 - Küche, Spanplatte, 16-teilig",KBOB2016-21.011,,,,MATERIAL_LIST,,981000,903000,77700,2530,2530,0.581,3170,3130,36.000,697.0,578.00,119.00,Stk.,,21.011
21.012 - Spüle Chromstahl,KBOB2016-21.012,,,,MATERIAL_LIST,,89000,86800,2240,41,41,0.004,226,225,0.211,46.5,41.90,4.57,Stk.,,21.012
21.013 - Spüle Kompositwerkstoff (auf Gesteinsmehlbasis),KBOB2016-21.013,,,,MATERIAL_LIST,,32700,28200,4490,18,18,0.018,148,147,1.110,37.1,30.70,6.39,Stk.,,21.013
"02.001.01 - Backstein, perlitgefüllt, zzwancor",KBOB2016-02.001.01,,,,MATERIAL_LIST,,269.133,243.366,25.767,0,0,0,1,1,0,0,0,0,kg,,02.001.01
"02.002.02 - Kalksandstein, Hunziker Kalksandstein AG",KBOB2016-02.002.02,,,,MATERIAL_LIST,,97.716,72.640,25.076,0,0,0,0,0,0,0,0,0,kg,,02.002.02
"02.007.01 - Erdstein, aus gepresster Erde, Terrabloc",KBOB2016-02.007.01,,,,MATERIAL_LIST,,72.000,55.000,17.000,0,0,0,0,0,0,0,0,0,kg,,02.007.01
"07.019.01 - Stabschichtholz, Buche, fagus",KBOB2016-07.019.01,,,,MATERIAL_LIST,,947.000,906.000,41.400,8,8,0,2,2,0,0,0,0,kg,,07.019.01
"09.003.05 - Bituminöse Dichtungsbahn, swissporBIKUTOP",KBOB2016-09.003.05,,,,MATERIAL_LIST,,2408.000,1228.000,1180.000,0,0,0,10,10,0,3,1,2,kg,,09.003.05
"09.003.06 - Bituminöse Dichtungsbahn, swissporBIKUTOP ECO",KBOB2016-09.003.06,,,,MATERIAL_LIST,,1896.000,716.000,1180.000,0,0,0,6,5,0,3,0,2,kg,,09.003.06
"09.003.11 - Bituminöse Dichtungsbahn, swissporBIKUPLAN ECO",KBOB2016-09.003.11,,,,MATERIAL_LIST,,2042.000,862.000,1180.000,0,0,0,6,6,0,3,1,2,kg,,09.003.11
"10.004.01 - Polystyrol expandiert, SwissporEPS",KBOB2016-10.004.01,,,,MATERIAL_LIST,,4595.000,3024.000,1571.000,1,1,0,27,27,0,7,4,3,kg,,10.004.01
"10.004.02 - Polystyrol expandiert, 44% Recyclinganteil, SwissporEPS Roof Eco",KBOB2016-10.004.02,,,,MATERIAL_LIST,,3331.000,1760.000,1571.000,0,0,0,15,15,0,5,2,3,kg,,10.004.02
"10.004.03 - Polystyrol expandiert, 100% Recyclinganteil, SwissporEPS R 100%",KBOB2016-10.004.03,,,,MATERIAL_LIST,,1765.000,194.000,1571.000,0,0,0,1,1,0,3,0,3,kg,,10.004.03
"10.005.01 - Polystyrol extrudiert, SwissporXPS",KBOB2016-10.005.01,,,,MATERIAL_LIST,,4802.000,3231.000,1571.000,1,1,0,26,25,0,7,4,3,kg,,10.005.01
"10.006.01 - Polyurethan, SwissporPUR",KBOB2016-10.006.01,,,,MATERIAL_LIST,,6484.000,4969.000,1515.000,1,1,0,29,28,1,7,5,3,kg,,10.006.01
"10.007.01 - Schaumglas, GLAPOR",KBOB2016-10.007.01,,,,MATERIAL_LIST,,698.700,680.100,18.600,0,0,0,4,4,0,1,1,0,kg,,10.007.01
"10.001.02 - Glaswolle, SUPAFIL",KBOB2016-10.001.02,,,,MATERIAL_LIST,,1389.800,1360.000,29.800,1,1,0,23,23,0,1,1,0,kg,,10.001.02
"10.001.01 - Glaswolle, Isover, Phenolharz",KBOB2016-10.001.01,,,,MATERIAL_LIST,,1306.000,1276.000,29.773,2,2,0,5,5,0,1,1,0,kg,,10.001.01
"10.001.03 - Glaswolle, Isover, planzliches Bindemittel",KBOB2016-10.001.03,,,,MATERIAL_LIST,,1162.000,1132.200,29.773,3,3,0,4,4,0,1,1,0,kg,,10.001.03
"12.005 - Aussentüre, Aluminium, Glaseinsatz",KBOB2016-12.005,,,,MATERIAL_LIST,,256492.948,248327.210,8165.738,115,115,0,951,948,3,214,199,15,m2,,12.005
"12.006 - Aussentüre, Aluminium, Paneelfüllung",KBOB2016-12.006,,,,MATERIAL_LIST,,237666.577,232521.460,5145.117,143,143,0,883,882,1,192,182,10,m2,,12.006
"12.007 - Innentüre, Aluminium, Glaseinsatz",KBOB2016-12.007,,,,MATERIAL_LIST,,206389.898,201527.670,4862.228,103,103,0,758,756,2,165,156,9,m2,,12.007
