Name,ProductKey,Description,Picture,Product sections,Type,vyzn.catalogue.Density,vyzn.catalogue.ch.KBOB2022.UBPTotal,vyzn.catalogue.ch.KBOB2022.UBPProduction,vyzn.catalogue.ch.KBOB2022.UBPDisposal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyTotal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyProduction,vyzn.catalogue.ch.KBOB2022.RenewableEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GreyEnergyTotal,vyzn.catalogue.ch.KBOB2022.GreyEnergyProduction,vyzn.catalogue.ch.KBOB2022.GreyEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsTotal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsProduction,vyzn.catalogue.ch.KBOB2022.GHGEmissionsDisposal,vyzn.catalogue.ch.KBOB2022.LCARefUnit,vyzn.catalogue.ch.KBOB2022.BiogenicCarbon,KBOB REF,vyzn.catalogue.SourceENV
"Emaillieren, Metall (KBOB14.004)",KBOB2022-14.004-M,,,,MATERIAL,,16400,16400,0,3.98,3.98,0,43.4,43.4,0,8.11,8.11,0,m2,0,F45B12F5-FF80-528A-2C76-A6DABD38F684,KBOB 2022 V4
"Pulverbeschichten, Aluminium (KBOB14.005)",KBOB2022-14.005-M,,,,MATERIAL,,6260,6260,0,0.575,0.575,0,16.6,16.6,0,3.64,3.64,0,m2,0,68569EAE-A2FA-E096-D678-497AB362BCCF,KBOB 2022 V4
"Pulverbeschichten, Stahl (KBOB14.006)",KBOB2022-14.006-M,,,,MATERIAL,,6750,6750,0,0.694,0.694,0,21.1,21.1,0,4.38,4.38,0,m2,0,E9266136-2E91-997B-5E48-CA88AB77279C,KBOB 2022 V4
"Verchromen, Stahl (KBOB14.007)",KBOB2022-14.007-M,,,,MATERIAL,,6320,6320,0,0.855,0.855,0,4.45,4.45,0,0.609,0.609,0,m2,0,3FDD883B-8EDA-4735-987C-5D7CF46F1004,KBOB 2022 V4
"Verzinken, Stahl (KBOB14.008)",KBOB2022-14.008-M,,,,MATERIAL,,29500,29500,0,2.63,2.63,0,25.5,25.5,0,6.09,6.09,0,m2,0,AAF77F9A-FE78-41CD-BAD5-16DAA6238CC2,KBOB 2022 V4
"Plexiglas (PMMA, Acrylglas) (KBOB15.001)",KBOB2022-15.001-M,,,,MATERIAL,1180,14800,11700,3090,0.384,0.371,0.0134,40.2,40,0.21,11.6,8.68,2.92,kg,0,78087965-417E-4763-B8B5-4A7910943363,KBOB 2022 V4
Polyamid (PA) glasfaserverstärkt (KBOB15.002),KBOB2022-15.002-M,,,,MATERIAL,1360,15200,12300,2910,0.979,0.959,0.0193,40.3,39.6,0.687,11.5,8.89,2.62,kg,0,A5671823-5D7E-A4B1-2A9F-C32E6CA3BCB9,KBOB 2022 V4
Polycarbonat (PC) (KBOB15.003),KBOB2022-15.003-M,,,,MATERIAL,1200,15900,12800,3090,0.419,0.405,0.0134,31.8,31.6,0.21,11.4,8.49,2.92,kg,0,464C8985-D30C-40EC-8B26-7E107BCF7F1A,KBOB 2022 V4
Polyester (UP) glasfaserverstärkt (KBOB15.004),KBOB2022-15.004-M,,,,MATERIAL,1500,13800,10700,3090,1.48,1.46,0.0134,31.3,31.1,0.21,9.84,6.92,2.92,kg,0,993A7227-F17D-4BFA-8B37-C62C13DC42F5,KBOB 2022 V4
Polystyrol (PS) (KBOB15.005),KBOB2022-15.005-M,,,,MATERIAL,1050,8170,4880,3280,0.11,0.0971,0.0132,24.6,24.4,0.208,6.72,3.64,3.08,kg,0,CBDADEEB-3B93-32E4-6504-08EF289B6D9B,KBOB 2022 V4
Abfalltrennsystem (KBOB21.001),KBOB2022-21.001-M,,,,MATERIAL,,35300,26500,8760,16.8,16.7,0.0519,113,112,0.873,24.2,16.1,8.13,Stk.,0,3C36CA50-3B4E-44CA-8240-EB4B75A84B68,KBOB 2022 V4
"Arbeitsplatte Chromstahl, high-end (KBOB21.002)",KBOB2022-21.002-M,,,,MATERIAL,,836000,836000,708,450,450,0.0363,1260,1260,1.74,332,332,0.444,m2,0,FC7C4727-B6B9-45A9-9AB9-53EE5C039FB2,KBOB 2022 V4
"Arbeitsplatte Chromstahl, Standard (KBOB21.003)",KBOB2022-21.003-M,,,,MATERIAL,,137000,136000,1420,88.9,88.8,0.0809,224,223,1.47,56.8,55.7,1.05,m2,5,59550658-97D9-44D0-A19E-69C1434953F0,KBOB 2022 V4
Arbeitsplatte Kompositwerkstoff (auf Aluminiumhydroxidbasis) (KBOB21.004),KBOB2022-21.004-M,,,,MATERIAL,,137000,116000,20800,6.28,6.05,0.232,355,350,4.49,95.5,76.2,19.2,m2,0,BA8B90B0-9DF2-4B24-9C2E-2771662E958F,KBOB 2022 V4
Arbeitsplatte kunstharzbeschichtet (KBOB21.005),KBOB2022-21.005-M,,,,MATERIAL,,34200,32600,1550,148,148,0.0779,102,101,1.25,20.2,19,1.2,m2,12,77DCCEBD-760E-4534-9BF9-975E037EB3A0,KBOB 2022 V4
Arbeitsplatte Massivholz (KBOB21.006),KBOB2022-21.006-M,,,,MATERIAL,,27400,26000,1480,335,335,0.141,60.7,58.6,2.09,12.6,11.7,0.915,m2,6,FF8F7027-E9C1-4AD4-9E47-7DDB0F44CCEE,KBOB 2022 V4
Arbeitsplatte Naturstein (KBOB21.007),KBOB2022-21.007-M,,,,MATERIAL,,158000,155000,3510,71.5,71.3,0.178,356,351,4.34,41.1,40,1.05,m2,0,F6E3D922-9AB9-43AF-8913-DAEEA4FBE722,KBOB 2022 V4
Dampfabzug (KBOB21.008),KBOB2022-21.008-M,,,,MATERIAL,,356000,338000,17700,69.3,69.2,0.0383,598,596,1.31,151,133,17.1,Stk.,0,84ED90B6-CBDF-4F8D-845B-272346268676,KBOB 2022 V4
"Küche, Massivholz, 16-teilig (KBOB21.009)",KBOB2022-21.009-M,,,,MATERIAL,,1000000,942000,62600,5040,5040,2.44,1980,1940,38.2,470,418,51.3,Stk.,160,179EF39A-FF60-4845-9534-8D73EF207C47,KBOB 2022 V4
"Küche, Metall, 16-teilig (KBOB21.010)",KBOB2022-21.010-M,,,,MATERIAL,,6610000,6550000,54300,682,682,0.258,10300,10200,5.13,2770,2720,51,Stk.,3,6927B923-0CE9-404D-B3A9-98914ED31E83,KBOB 2022 V4
"Küche, Spanplatte, 16-teilig (KBOB21.011)",KBOB2022-21.011-M,,,,MATERIAL,,1200000,1110000,91000,2530,2520,3.46,2870,2810,56.2,632,557,74.8,Stk.,223,FADC1641-F855-4888-B0BB-42B23153ED97,KBOB 2022 V4
Spüle Chromstahl (KBOB21.012),KBOB2022-21.012-M,,,,MATERIAL,,110000,105000,5330,40.8,40.8,0.035,213,213,0.711,48.6,43.6,4.92,Stk.,0,12ADE34B-2318-4E01-89C0-4A690DF416D3,KBOB 2022 V4
Spüle Kompositwerkstoff (auf Gesteinsmehlbasis) (KBOB21.013),KBOB2022-21.013-M,,,,MATERIAL,,46600,46000,595,16.4,16.4,0.0303,144,143,0.736,30.7,30.5,0.178,Stk.,0,77603615-1C21-4F15-A9A7-3194EA13EEE8,KBOB 2022 V4
