Name,ProductKey,Description,Picture,Product sections,Type,vyzn.catalogue.Density,vyzn.catalogue.ch.KBOB2022.UBPTotal,vyzn.catalogue.ch.KBOB2022.UBPProduction,vyzn.catalogue.ch.KBOB2022.UBPDisposal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyTotal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyProduction,vyzn.catalogue.ch.KBOB2022.RenewableEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GreyEnergyTotal,vyzn.catalogue.ch.KBOB2022.GreyEnergyProduction,vyzn.catalogue.ch.KBOB2022.GreyEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsTotal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsProduction,vyzn.catalogue.ch.KBOB2022.GHGEmissionsDisposal,vyzn.catalogue.ch.KBOB2022.LCARefUnit,vyzn.catalogue.ch.KBOB2022.BiogenicCarbon,KBOB REF
"6.002 - Aluminiumprofil, blank",6.002 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,2690,11500,11400,19.9,5,5,0,26,26,0,5.7,5.69,0.00798,kg,0,6.002
6.003 - Armierungsstahl,6.003 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,7850,2930,2910,19.7,0.4,0,0,5,5,0,1.52,1.5,0.0124,kg,0,6.003
6.014 - Blei,6.014 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,11340,3810,3790,19.9,0.2,0,0,3.8,4,0,1.02,1.01,0.00798,kg,0,6.014
6.004 - Chromnickelstahlblech 18/8 blank,6.004 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,7900,9710,9700,11.2,2.4,2,0,14.6,15,0,4.12,4.12,0.00699,kg,0,6.004
6.005 - Chromnickelstahlblech 18/8 verzinnt,6.005 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,7900,13000,13000,11.2,2.7,3,0,22.3,22,0,5.88,5.88,0.00699,kg,0,6.005
6.006 - Chromstahlblech blank,6.006 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,7700,7080,7070,11.2,1,1,0,8.5,9,0,2.74,2.73,0.00699,kg,0,6.006
6.007 - Chromstahlblech verzinnt,6.007 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,7700,10400,10400,11.2,1.2,1,0,16.2,16,0,4.5,4.49,0.00699,kg,0,6.007
"6.008 - Kupferblech, blank",6.008 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,8900,24500,24500,19.9,1.6,2,0,8.9,9,0,2.21,2.2,0.00798,kg,0,6.008
6.009 - Messing-/Baubronzeblech,6.009 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,8300,25500,25500,19.9,1.9,2,0,11.1,11,0,2.72,2.71,0.00798,kg,0,6.009
"6.01 - Stahlblech, blank",6.01 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,7850,5270,5260,11.2,0.6,1,0,7.8,8,0,2.8,2.79,0.00699,kg,0,6.01
"6.011 - Stahlblech, verzinkt",6.011 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,7850,15200,15200,11.2,1.4,1,0,15.6,16,0,4.49,4.49,0.00699,kg,0,6.011
"6.012 - Stahlprofil, blank",6.012 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,7850,1300,1280,11.2,0.2,0,0,3.4,3,0,0.738,0.731,0.00699,kg,0,6.012
6.013 - Titanzinkblech,6.013 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,7200,27800,27800,19.9,2.6,3,0,17.5,17,0,4.03,4.02,0.00798,kg,0,6.013
7.001 - 3- und 5-Schicht Massivholzplatte,7.001 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,453,1020,935,80.7,13.3,13,0,2.2,2,0,0.471,0.415,0.056,kg,0,7.001
7.021 - Balkenschichtholz,7.021 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,439,792,718,74.2,8.6,9,0,1.6,1,0,0.343,0.294,0.049,kg,0,7.021
7.003 - Brettschichtholz,7.003 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,439,772,698,74.2,8.1,8,0,1.54,1,0,0.336,0.287,0.049,kg,0,7.003
7.02 - Brettsperrholz,7.02 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,436,884,777,107,8.1,8,0,1.8,2,0,0.397,0.317,0.08,kg,0.449,7.02
7.022 - Furniersperrholz,7.022 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,823,1980,1870,107,9.2,9,0,5.1,5,0,1.02,0.944,0.08,kg,0,7.022
7.004 - Hartfaserplatte,7.004 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,955,1770,1700,68.8,7,7,0,4.1,4,0,1.07,1.03,0.044,kg,0,7.004
"7.005 - Holzwolle-Leichtbauplatte, zementgebunden",7.005 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,400,773,687,86.5,2,2,0,1.28,1,0,0.536,0.499,0.0363,kg,0,7.005
7.023 - Konstruktionsvollholz,7.023 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,436,691,622,68.8,8.3,8,0,1.25,1,0,0.29,0.245,0.0443,kg,0,7.023
"7.008 - Massivholz Buche / Eiche, kammergetrocknet, gehobelt",7.008 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,675,438,375,63.3,7.3,7,0,0.66,1,0,0.153,0.114,0.0392,kg,0,7.008
"7.007 - Massivholz Buche / Eiche, kammergetrocknet, rau",7.007 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,675,393,330,63.3,7.1,7,0,0.57,0,0,0.136,0.097,0.0392,kg,0,7.007
"7.006 - Massivholz Buche / Eiche, luftgetrocknet, rau",7.006 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,705,324,261,63.3,6.2,6,0,0.48,0,0,0.121,0.0817,0.0392,kg,0,7.006
"7.011 - Massivholz Fichte / Tanne / Lärche, kammergetr., gehobelt",7.011 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,465,478,415,63.3,6.1,6,0,0.78,1,0,0.174,0.135,0.0392,kg,0,7.011
"7.01 - Massivholz Fichte / Tanne / Lärche, luftgetr., gehobelt",7.01 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,485,402,339,63.3,5.2,5,0,0.67,1,0,0.157,0.118,0.0392,kg,0,7.01
"7.009 - Massivholz Fichte / Tanne / Lärche, luftgetrocknet, rau",7.009 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,485,318,255,63.3,5,5,0,0.51,0,0,0.13,0.0909,0.0392,kg,0,7.009
"7.012 - Mitteldichte Faserplatte (MDF), UF-gebunden",7.012 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,685,1550,1420,129,5.9,6,0,4.5,4,0,0.956,0.856,0.1,kg,0,7.012
"7.013 - OSB Platte, PF-gebunden, Feuchtbereich",7.013 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,605,1030,925,107,8.3,8,0,2.7,3,0,0.565,0.485,0.08,kg,0,7.013
7.024 - Röhrenspanplatte,7.024 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,272,1350,1240,107,6.9,7,0,3.7,4,0,0.815,0.735,0.08,kg,0,7.024
"7.015 - Spanplatte, PF-gebunden, Feuchtbereich",7.015 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,640,889,782,107,4.4,4,0,2.56,2,0,0.531,0.451,0.08,kg,0,7.015
"7.016 - Spanplatte, UF-gebunden, beschichtet, Trockenbereich",7.016 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,640,1210,1090,122,4.7,5,0,3.7,4,0,0.737,0.642,0.095,kg,0,7.016
"7.014 - Spanplatte, UF-gebunden, Trockenbereich",7.014 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,640,889,782,107,4.4,4,0,2.6,2,0,0.531,0.451,0.08,kg,0,7.014
"7.018 - Sperrholz/Multiplex, PF-gebunden, Feuchtbereich",7.018 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,500,2880,2770,107,10,10,0,7,7,0,1.43,1.35,0.08,kg,0,7.018
"7.017 - Sperrholz/Multiplex, UF-gebunden, Trockenbereich",7.017 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,500,2150,2040,107,10,10,0,4.7,5,0,0.95,0.871,0.08,kg,0,7.017
8.001 - 2-Komponenten Klebstoff,8.001 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1500,10100,9910,236,0.4,0,0,24.3,24,0,4.84,4.65,0.19,kg,0,8.001
8.002 - Heissbitumen,8.002 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1000,2050,1810,236,0.1,0,0,15,15,0,1.1,0.911,0.19,kg,0,8.002
8.003 - Kautschukdichtungsmasse,8.003 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1500,6880,6640,236,0.3,0,0,24.4,24,0,2.42,2.24,0.19,kg,0,8.003
8.004 - Polysulfiddichtungsmasse,8.004 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1600,2890,2660,236,0.4,0,0,7.8,8,0,1.72,1.53,0.19,kg,0,8.004
8.005 - Silicon-Fugenmasse,8.005 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1000,4580,4340,236,1.9,2,0,14.5,14,0,2.91,2.72,0.19,kg,0,8.005
9.001 - Dampfbremse bituminös,9.001 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1100,5230,2790,2430,0.7,1,0,13.5,13,0,3.64,1.31,2.33,kg,0,9.001
9.002 - Dampfbremse Polyethylen (PE),9.002 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,920,6930,4120,2810,0.9,1,0,24.8,25,0,5.42,2.75,2.67,kg,0,9.002
9.003 - Dichtungsbahn bituminös,9.003 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1100,4360,1930,2430,0.3,0,0,12.3,12,0,3.34,1.01,2.33,kg,0,9.003
9.004 - Dichtungsbahn Gummi (EPDM),9.004 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1100,8110,4870,3240,0.8,1,0,24.7,25,0,5.84,2.74,3.1,kg,0,9.004
9.005 - Dichtungsbahn Polyolefin (FPO),9.005 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1000,7880,5070,2810,0.4,0,0,23.2,23,0,5.19,2.52,2.67,kg,0,9.005
9.006 - Kraftpapier,9.006 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,650,3460,3250,207,13,13,0,7.7,8,0,1.67,1.62,0.0586,kg,0,9.006
9.007 - Polyethylenfolie (PE),9.007 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,920,6930,4120,2810,0.9,1,0,24.8,25,0,5.42,2.75,2.67,kg,0,9.007
9.008 - Polyethylenvlies (PE),9.008 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,920,7100,4290,2810,0.5,1,0,26,26,0,5.63,2.96,2.67,kg,0,9.008
10.014 - Aerogel-Vlies,10.014 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,150,73600,73200,409,12.1,12,0,230,229,0,48.8,48.5,0.289,kg,0,10.014
10.012 - Blähperlit,10.012 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,65140,1460,1420,42.7,0.2,0,0,4.5,4,0,1.06,1.04,0.0128,kg,0,10.012
10.011 - Blähvermiculit,10.011 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,65140,690,647,42.7,0,0,0,1.56,2,0,0.396,0.383,0.0128,kg,0,10.011
10.016 - Flachsfasern,10.016 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,30,2950,2570,372,6,6,0,5.3,5,0,1.01,0.78,0.235,kg,0,10.016
"10.017 - Flachsfasern, feuerfest",10.017 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,30,3530,3160,372,5.5,5,0,7.5,7,0,1.45,1.22,0.235,kg,0.44,10.017
10.001 - Glaswolle,10.001 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,20100,1960,1850,116,2.4,2,0,5.5,5,0,1.1,1.04,0.0596,kg,0,10.001
10.002 - Korkplatte,10.002 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,120,2170,2000,173,7.9,8,0,6.2,6,0,1.11,1.07,0.039,kg,0.496,10.002
10.003 - Phenolharz (PF),10.003 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,40,10000,6740,3280,1,1,0,34,33,0,7.27,4.17,3.09,kg,0,10.003
10.004 - Polystyrol expandiert (EPS),10.004 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1540,9800,6520,3280,1,1,0,30,30,0,7.6,4.51,3.09,kg,0,10.004
10.005 - Polystyrol extrudiert (XPS),10.005 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,3035,19700,16500,3280,1,1,0,29.4,29,0,14.4,11.3,3.09,kg,0,10.005
10.006 - Polyurethan (PUR/PIR),10.006 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,30,10400,7500,2930,1,1,0,30,30,1,7.45,4.8,2.65,kg,0,10.006
10.007 - Schaumglas,10.007 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,100165,1760,1720,42.7,1.9,2,0,5.2,5,0,1.19,1.18,0.0128,kg,0,10.007
10.013 - Schaumglasschotter,10.013 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,125150,499,457,42.7,0.3,0,0,1.7,2,0,0.16,0.15,0.0128,kg,0,10.013
10.008 - Steinwolle,10.008 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,32160,1790,1670,116,0.5,1,0,4.5,4,0,1.19,1.13,0.0596,kg,0,10.008
10.015 - Strohballenwand,10.015 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,215,586,586,0,4.9,5,0,0.2,0,0,0.1,0.1,0,kg,0.368,10.015
10.009 - Weichfaserplatte,10.009 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,148,1400,1180,228,7.1,7,0,3.4,3,0,0.727,0.634,0.0926,kg,0.436,10.009
10.01 - Zellulosefasern,10.01 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,3560,558,396,163,0.26,0,0,1.05,1,0,0.281,0.21,0.0715,kg,0.404,10.01
"11.001 - 2K-Fliessbelag Industrie (Epoxidharz), 2.25 mm",11.001 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,4.55,41800,33500,8250,2,1,0,65,63,2,18.4,11.2,7.24,m2,0,11.001
"11.002 - 2K-Fliessbelag Wohnen/Verwaltung (Epoxidharz, PU), 2 mm",11.002 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,3.6,25800,21300,4540,2,2,0,62,61,1,13.9,10,3.87,m2,0,11.002
"11.003 - Gummigranulat versiegelt, 7.5 mm",11.003 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,8.25,38800,25400,13400,3,2,0,113,110,3,26.9,14.9,11.9,m2,0,11.003
"11.004 - Gussasphalt, 27.5 mm",11.004 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,63.3,33800,24700,9080,3,3,0,126,120,5,16,14.7,1.23,m2,0,11.004
"11.005 - Hartbeton einschichtig, 27.5 mm",11.005 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,57.8,26600,24100,2470,2,2,0,47,44,3,16.5,15.7,0.741,m2,0,11.005
"11.006 - Hartbeton zweischichtig, 35 mm",11.006 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,73.5,27300,24100,3140,2,2,0,42,38,4,16.4,15.5,0.942,m2,0,11.006
"11.007 - Kautschuk, 2 mm",11.007 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,3.36,24200,20400,3760,10,10,0,61,60,1,14.2,11,3.19,m2,0,11.007
"11.008 - Keramik-/Steinzeugplatte, 9 mm",11.008 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,18,87000,73100,13800,4,4,1,83,66,17,18.2,14.1,4.15,m2,0,11.008
"11.009 - Kork Fertigparkett, 10.5 mm",11.009 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,7.8,15600,13400,2140,39,39,0,45,44,1,9.08,7.78,1.3,m2,3,11.009
"11.01 - Kork PVC-beschichtet, 3.2 mm",11.01 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,2.7,12000,7900,4060,8,8,0,35,33,1,8.28,4.76,3.53,m2,1,11.01
"11.011 - Korkparkett geölt/versiegelt, 5.3 mm",11.011 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,2.7,5980,3840,2140,12.3,12,0,12.1,11,1,3.26,1.96,1.3,m2,1,11.011
"11.012 - Kunststeinplatte zementgebunden, 10 mm",11.012 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,21.5,25900,6110,19800,1.8,1,1,30.5,6,24,10.4,4.51,5.92,m2,0,11.012
"11.013 - Laminat, 8.5 mm",11.013 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,8.5,16600,13600,2980,38,38,0,43,41,1,10.4,8.12,2.3,m2,2,11.013
"11.014 - Linoleum, 2.5 mm",11.014 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,2.9,15800,15100,731,19,19,0,26.3,26,0,6.37,5.85,0.517,m2,1,11.014
"11.015 - Natursteinplatte geschliffen, 15 mm",11.015 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,40.5,42100,40400,1730,19,19,0,118,116,2,17,16.5,0.519,m2,0,11.015
"11.018 - Parkett 2-Schicht werkversiegelt, 11 mm",11.018 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,6.1,16100,15700,493,88,88,0,42,42,1,7.8,7.49,0.34,m2,3,11.018
"11.019 - Parkett 3-Schicht werkversiegelt, 15 mm",11.019 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,7.9,18200,17600,638,145,145,0,40,40,1,8.1,7.7,0.44,m2,4,11.019
"11.02 - Parkett Mosaik werkversiegelt, 8 mm",11.02 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,5.6,9050,8700,355,90,90,0,23,23,0,3.6,3.37,0.22,m2,2,11.02
"11.021 - PVC homogen, 2 mm",11.021 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,3.1,20600,13500,7140,2,2,0,58,55,3,14.4,8.17,6.22,m2,0,11.021
"11.022 - Steinholz versiegelt, 16.5 mm",11.022 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,22,16400,15500,940,1,1,0,25.2,24,1,13,12.7,0.282,m2,0,11.022
"11.023 - Synthetische thermoplastische Beläge (TPO), 2 mm",11.023 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,3.4,20000,9520,10500,3,3,0,43,43,1,16,5.88,10.1,m2,0,11.023
11.024 - Teppich Kunstfaser getuftet,11.024 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,2.1,21200,14700,6470,1,1,0,50,50,0,16.7,10.5,6.25,m2,0,11.024
11.025 - Teppich Nadelfilz,11.025 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1.3,12700,8700,4010,1,1,0,34,34,0,9.85,5.98,3.87,m2,0,11.025
11.026 - Teppich Naturfaser,11.026 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,2.7,15300,13200,2070,10.9,11,0,15.5,15,0,5.08,3.23,1.86,m2,1,11.026
"11.027 - Terrazzo versiegelt, 40 mm",11.027 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,95,28200,24200,4060,4,4,0,41,36,5,17.3,16.1,1.22,m2,0,11.027
"12.005 - Aussentüre, Aluminium, Glaseinsatz",12.005 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,395000,378000,17400,117,116,0,912,906,5,216,201,14.8,m2,0,12.005
"12.006 - Aussentüre, Aluminium, Paneelfüllung",12.006 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,385000,375000,10500,142,142,0,838,837,1,193,183,10,m2,0,12.006
"12.008 - Aussentüre, Holz",12.008 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,125000,116000,9290,283,283,0,265,261,4,62.3,54.7,7.65,m2,16,12.008
"12.001 - Aussentüre, Holz, aluminiumbeplankt",12.001 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,231000,222000,9290,328,328,0,506,502,4,116,108,7.65,m2,16,12.001
"12.002 - Aussentüre, Holz, Glaseinsatz",12.002 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,161000,149000,12200,246,246,0,359,353,6,85.9,76.2,9.71,m2,13,12.002
"12.007 - Innentüre, Aluminium, Glaseinsatz",12.007 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,316000,306000,10500,103,103,0,723,719,4,166,158,8.71,m2,0,12.007
"12.009 - Innentüre, Funktionstüre, Holz, Holzrahmen",12.009 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,88000,79400,8550,279,279,0,190,185,5,44.4,37.5,6.87,m2,17,12.009
"12.012 - Innentüre, Funktionstüre, Holz, Stahlzarge",12.012 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,181000,173000,7930,231,231,0,357,353,4,97,90.5,6.47,m2,14,12.012
"12.004 - Innentüre, Zimmertüre, Holz, Glaseinsatz, Holzrahmen",12.004 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,109000,100000,8900,200,200,0,255,250,5,59.8,52.9,6.93,m2,11,12.004
"12.011 - Innentüre, Zimmertüre, Holz, Glaseinsatz, Stahlzarge",12.011 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,202000,194000,8290,152,152,0,421,417,5,112,106,6.54,m2,7,12.011
"12.003 - Innentüre, Zimmertüre, Holz, Holzrahmen",12.003 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,64600,57900,6710,206,206,0,141,137,3,32.4,27,5.4,m2,12,12.003
"12.01 - Innentüre, Zimmertüre, Holz, Stahlzarge",12.01 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,158000,152000,6100,158,158,0,307,304,3,85,80,5,m2,9,12.01
13.001 - Acrylnitril-Butadien-Styrol (ABS),13.001 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1050,9780,6790,2980,0,0,0,30,29,1,7.67,4.92,2.75,kg,0,13.001
13.005 - Gusseisen,13.005 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,7850,5670,5660,11,0.3,0,0,5.5,5,0,2.1,2.09,0.01,kg,0,13.005
13.002 - Polyethylen (PE),13.002 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,960,6020,3570,2450,0.5,1,0,23.2,23,0,4.75,2.38,2.37,kg,0,13.002
13.003 - Polypropylen (PP),13.003 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,910,6050,3600,2450,0.4,0,0,22.7,23,0,4.78,2.4,2.37,kg,0,13.003
13.004 - Polyvinylchlorid (PVC),13.004 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1390,6250,3880,2370,0.6,1,0,19.5,18,1,4.49,2.38,2.1,kg,0,13.004
"14.002 - Anstrich, lösemittelverdünnbar, 2 Anstriche",14.002 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,0.3,2270,2200,71,0.5,0,0,6.6,7,0,0.976,0.92,0.056,m2,0,14.002
"14.001 - Anstrich, wasserverdünnbar, 2 Anstriche",14.001 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,0.3,1220,1150,71,0.1,0,0,4.2,4,0,0.702,0.646,0.056,m2,0,14.001
"14.003 - Bitumenemulsion, 1 Anstrich",14.003 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,0.25,429,370,59,0.02,0,0,1.9,2,0,0.181,0.135,0.047,m2,0,14.003
"14.004 - Emaillieren, Metall",14.004 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,16400,16400,0,4,4,0,44,44,0,8.12,8.12,0,m2,0,14.004
"14.005 - Pulverbeschichten, Aluminium",14.005 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,6270,6270,0,0.6,1,0,16.6,17,0,3.65,3.65,0,m2,0,14.005
"14.006 - Pulverbeschichten, Stahl",14.006 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,6760,6760,0,0.7,1,0,21.1,21,0,4.39,4.39,0,m2,0,14.006
"14.007 - Verchromen, Stahl",14.007 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,6320,6320,0,0.9,1,0,4.5,4,0,0.612,0.612,0,m2,0,14.007
"14.008 - Verzinken, Stahl",14.008 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,29500,29500,0,3,3,0,25.6,26,0,6.1,6.1,0,m2,0,14.008
"15.001 - Plexiglas (PMMA, Acrylglas)",15.001 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1180,14800,11700,3090,0,0,0,40,40,0,11.6,8.68,2.92,kg,0,15.001
15.002 - Polyamid (PA) glasfaserverstärkt,15.002 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1360,15200,12300,2920,1,1,0,40,40,1,11.5,8.89,2.62,kg,0,15.002
15.003 - Polycarbonat (PC),15.003 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1200,15900,12800,3090,0,0,0,32,32,0,11.4,8.49,2.92,kg,0,15.003
15.004 - Polyester (UP) glasfaserverstärkt,15.004 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1500,13800,10700,3090,1.5,1,0,31.4,31,0,9.85,6.93,2.92,kg,0,15.004
15.005 - Polystyrol (PS),15.005 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,1050,8170,4880,3290,0,0,0,24.6,24,0,6.73,3.64,3.08,kg,0,15.005
21.001 - Abfalltrennsystem,21.001 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,35300,26600,8770,17,17,0,113,112,1,24.2,16.1,8.13,Stk.,0,21.001
"21.002 - Arbeitsplatte Chromstahl, high-end",21.002 - KBOB / ecobau / IPB  2009/1:2022,,,,MATERIAL_LIST,,838000,837000,715,450,450,0,1260,1260,2,333,333,0.45,m2,0,21.002
