Name,ProductKey,Description,Picture,Product sections,Type,SubType,vyzn.catalogue.Density,vyzn.catalogue.ch.KBOB2022.UBPTotal,vyzn.catalogue.ch.KBOB2022.UBPProduction,vyzn.catalogue.ch.KBOB2022.UBPDisposal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyTotal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyProduction,vyzn.catalogue.ch.KBOB2022.RenewableEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GreyEnergyTotal,vyzn.catalogue.ch.KBOB2022.GreyEnergyProduction,vyzn.catalogue.ch.KBOB2022.GreyEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsTotal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsProduction,vyzn.catalogue.ch.KBOB2022.GHGEmissionsDisposal,vyzn.catalogue.ch.KBOB2022.LCARefUnit,vyzn.catalogue.ch.KBOB2022.LCARefDimension,vyzn.catalogue.ch.KBOB2022.BiogenicCarbon,KBOB REF,vyzn.catalogue.SourceENV,vyzn.catalogue.lifeCycle,categoryPath
"46.003 Photovoltaik Flachdach, Marktmix (KBOB.2022v5)","46.003 Photovoltaik Flachdach, Marktmix (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_ENERGY_ELECTRICITY_GENERATED_LOCALLY,,90.900000,,,1.090000,,,0.139000,,,0.039000,,,kWh,finalEnergy,,8c2b3e9f-804c-4d75-850b-c609496459af,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"46.004 Photovoltaik Fassade, Marktmix (KBOB.2022v5)","46.004 Photovoltaik Fassade, Marktmix (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_ENERGY_ELECTRICITY_GENERATED_LOCALLY,,151.000000,,,1.090000,,,0.216000,,,0.059400,,,kWh,finalEnergy,,b9c5acff-d08c-4f15-b034-855c6540dbfb,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"46.009 Photovoltaik Schrägdach, Kleinanlage, Mono-Si (KBOB.2022v5)","46.009 Photovoltaik Schrägdach, Kleinanlage, Mono-Si (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_ENERGY_ELECTRICITY_GENERATED_LOCALLY,,110.000000,,,1.090000,,,0.155000,,,0.043100,,,kWh,finalEnergy,,20415a4b-ce1c-4e19-ac75-1e77fe55c081,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"46.010 Photovoltaik Schrägdach, Kleinanlage, Multi-Si (KBOB.2022v5)","46.010 Photovoltaik Schrägdach, Kleinanlage, Multi-Si (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_ENERGY_ELECTRICITY_GENERATED_LOCALLY,,112.000000,,,1.090000,,,0.156000,,,0.042900,,,kWh,finalEnergy,,80b93f08-816d-481b-a09d-2ebd2702d33a,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"46.011 Photovoltaik Schrägdach, Kleinanlage, CdTe (KBOB.2022v5)","46.011 Photovoltaik Schrägdach, Kleinanlage, CdTe (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_ENERGY_ELECTRICITY_GENERATED_LOCALLY,,79.900000,,,1.080000,,,0.111000,,,0.027200,,,kWh,finalEnergy,,6213e7fb-e81c-4060-8acd-c794dd8ad545,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"46.012 Photovoltaik Schrägdach, Kleinanlage, CIS (KBOB.2022v5)","46.012 Photovoltaik Schrägdach, Kleinanlage, CIS (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_ENERGY_ELECTRICITY_GENERATED_LOCALLY,,98.600000,,,1.090000,,,0.158000,,,0.037000,,,kWh,finalEnergy,,b5b7b671-673c-4585-a656-e03ce245f997,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
46.013 Photovoltaik Mono-Si in Hybridkollektor (KBOB.2022v5),46.013 Photovoltaik Mono-Si in Hybridkollektor (KBOB.2022v5),,,,OTHER_RESOURCE,OTHER_RESOURCE_ENERGY_ELECTRICITY_GENERATED_LOCALLY,,111.000000,,,1.090000,,,0.173000,,,0.049100,,,kWh,finalEnergy,,6110720a-6002-4ac3-9719-08c40a415d32,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
46.005 Windkraft (KBOB.2022v5),46.005 Windkraft (KBOB.2022v5),,,,OTHER_RESOURCE,OTHER_RESOURCE_ENERGY_ELECTRICITY_GENERATED_LOCALLY,,49.400000,,,1.090000,,,0.066200,,,0.019100,,,kWh,finalEnergy,,3f6aa33a-372f-437b-a03e-d2ead135874f,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
46.006 Biogas (KBOB.2022v5),46.006 Biogas (KBOB.2022v5),,,,OTHER_RESOURCE,OTHER_RESOURCE_ENERGY_ELECTRICITY_GENERATED_LOCALLY,,410.000000,,,0.069500,,,0.727000,,,0.322000,,,kWh,finalEnergy,,d7868367-6236-4c47-8887-693007b13390,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"46.007 Biogas, Landwirtschaft (KBOB.2022v5)","46.007 Biogas, Landwirtschaft (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_ENERGY_ELECTRICITY_GENERATED_LOCALLY,,231.000000,,,0.034700,,,0.107000,,,0.155000,,,kWh,finalEnergy,,316f0045-51cf-4a99-a9cf-c1c2eac282bb,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"46.008 Kleinblockheizkraftwerk, Erdgas (KBOB.2022v5)","46.008 Kleinblockheizkraftwerk, Erdgas (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_ENERGY_ELECTRICITY_GENERATED_LOCALLY,,940.000000,,,0.013000,,,3.370000,,,0.767000,,,kWh,finalEnergy,,7d5bd80b-2e77-4498-8c48-dfd001fb7b7f,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"46.014 Kleinblockheizkraftwerk, Biogas (KBOB.2022v5)","46.014 Kleinblockheizkraftwerk, Biogas (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_ENERGY_ELECTRICITY_GENERATED_LOCALLY,,567.000000,,,0.093600,,,1.000000,,,0.431000,,,kWh,finalEnergy,,31ad1ddc-f76c-4caf-b168-9c3e6e0772df,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
