Name,ProductKey,Description,Picture,Product sections,Type,SubType,vyzn.catalogue.Density,vyzn.catalogue.ch.KBOB2022.UBPTotal,vyzn.catalogue.ch.KBOB2022.UBPProduction,vyzn.catalogue.ch.KBOB2022.UBPDisposal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyTotal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyProduction,vyzn.catalogue.ch.KBOB2022.RenewableEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GreyEnergyTotal,vyzn.catalogue.ch.KBOB2022.GreyEnergyProduction,vyzn.catalogue.ch.KBOB2022.GreyEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsTotal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsProduction,vyzn.catalogue.ch.KBOB2022.GHGEmissionsDisposal,vyzn.catalogue.ch.KBOB2022.LCARefUnit,vyzn.catalogue.ch.KBOB2022.LCARefDimension,vyzn.catalogue.ch.KBOB2022.BiogenicCarbon,KBOB REF,vyzn.catalogue.SourceENV,vyzn.catalogue.lifeCycle,categoryPath
"64.008 Personenwagen, Benzin (KBOB.2022v5)","64.008 Personenwagen, Benzin (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_TRANSPORT_PEOPLE,,576.000000,,,0.080000,,,1.460000,,,0.356000,,,km,mileage,,e6ec944d-439d-4388-b161-f4837b964320,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"64.014 Personenwagen, Biogas (KBOB.2022v5)","64.014 Personenwagen, Biogas (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_TRANSPORT_PEOPLE,,304.000000,,,0.083000,,,0.661000,,,0.161000,,,km,mileage,,212f2861-b439-41a0-95e2-f95ea533e23b,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"64.009 Personenwagen, Diesel (KBOB.2022v5)","64.009 Personenwagen, Diesel (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_TRANSPORT_PEOPLE,,525.000000,,,0.067200,,,1.260000,,,0.303000,,,km,mileage,,450cb3ca-72ff-4a3d-a998-ab18f7f9de06,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"64.016 Personenwagen, elektrisch, Strom CH-Verbrauchermix (KBOB.2022v5)","64.016 Personenwagen, elektrisch, Strom CH-Verbrauchermix (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_TRANSPORT_PEOPLE,,403.000000,,,0.176000,,,1.020000,,,0.145000,,,km,mileage,,cdb7efe1-eca4-4e0a-9fc2-4ba23c7df0df,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"64.021 Personenwagen, elektrisch, Mix Stromprodukte aus erneuerbaren Energien (KBOB.2022v5)","64.021 Personenwagen, elektrisch, Mix Stromprodukte aus erneuerbaren Energien (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_TRANSPORT_PEOPLE,,317.000000,,,0.294000,,,0.611000,,,0.123000,,,km,mileage,,8c876651-0dc1-418d-8122-1fe556d6de2c,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"64.015 Personenwagen, Erdgas (KBOB.2022v5)","64.015 Personenwagen, Erdgas (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_TRANSPORT_PEOPLE,,419.000000,,,0.058200,,,1.370000,,,0.266000,,,km,mileage,,31e905ea-d939-4025-b658-fcb95cf5100c,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
64.010 Regionalzug (KBOB.2022v5),64.010 Regionalzug (KBOB.2022v5),,,,OTHER_RESOURCE,OTHER_RESOURCE_TRANSPORT_PEOPLE,,2450.000000,,,9.380000,,,3.800000,,,0.544000,,,km,mileage,,1b7e2339-c3e5-474f-b05f-e83111ec4d4c,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
64.011 Reisebus (KBOB.2022v5),64.011 Reisebus (KBOB.2022v5),,,,OTHER_RESOURCE,OTHER_RESOURCE_TRANSPORT_PEOPLE,,2230.000000,,,0.130000,,,5.240000,,,1.280000,,,km,mileage,,e538f236-bcbe-4fc4-a7ff-5997d784d387,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
"64.017 Scooter, Benzin (KBOB.2022v5)","64.017 Scooter, Benzin (KBOB.2022v5)",,,,OTHER_RESOURCE,OTHER_RESOURCE_TRANSPORT_PEOPLE,,281.000000,,,0.011800,,,0.463000,,,0.139000,,,km,mileage,,51079ea1-4dfc-4405-aff5-f104b7390cf0,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
64.012 Tram (KBOB.2022v5),64.012 Tram (KBOB.2022v5),,,,OTHER_RESOURCE,OTHER_RESOURCE_TRANSPORT_PEOPLE,,4140.000000,,,3.080000,,,13.300000,,,1.440000,,,km,mileage,,9d0a23d2-9366-4c44-9db2-4a21a6aae5e8,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
64.013 Trolleybus (KBOB.2022v5),64.013 Trolleybus (KBOB.2022v5),,,,OTHER_RESOURCE,OTHER_RESOURCE_TRANSPORT_PEOPLE,,2110.000000,,,1.710000,,,7.090000,,,0.566000,,,km,mileage,,a45a9c9c-a8ae-470c-a9c1-47ad619227c7,KBOB 2022 V5,1,Alle > RESSOURCEN > kbob.admin.ch > KBOB / ecobau / IPB 2009/1:2022v5
